"","LocalityCode","X1","LocalityName","X1.x","X1_2","X1_1","ExperimentID","Region.x","DistrictID","Treatment","Longitude","Latitude","Clear.cut","Year.initiated","LiDAR.data.from.year","Point.density...m.2.","Resolution..m.","Mean","Median","SD","Min","Max","X1st.Qu.","X3rd.Qu.","IQR","ClearCutToLidar","CV","IQR_med","MAD","MAD_med","X1.y","Region.y","productivity","Field_median","link","mean_of_mean","mean_of_median","median_of_mean","median_of_median"
"54","HPUB",22,"Halvard Pramhus",54,54,54,"{768B55CE-D7B2-42F7-BDFA-709547A85DD8}","Hedmark",420,"Exclosure",12156633,60095602,2008,2010,2016,5,"0,25",1.22550115056668,1.20000004768372,1.17050482637136,-0.0520000010728836,6.36399984359741,0.189499996602535,1.89449995756149,1.70499996095896,8,0.955123400602366,1.42083324434028,1.38771367281675,1.1564280147283,11,"Hedmark",0.335469416346708,1.125,"Halvard PramhusExclosure2016",1.39237012987013,1.25,1.25974025974026,1.125
"55","KLB",49,"Selbu_kl",55,55,55,"{436D050D-BBC7-4E3F-A530-824096A01910}","Trondelag",1664,"Open plot",11031603,63192682,2003,2008,2015,2,"0,5",0.113526502119002,0.0379999987781048,0.377629357433783,-0.208000004291534,3.82399988174438,0.00600000005215406,0.104000002145767,0.0980000020936129,12,3.32635420263315,2.57894750644254,0.0593039983292576,1.56063158516279,34,"Trondelag",0.116040590906093,0.25,"Selbu_klOpen plot2015",0.379572325081478,0.25,0.386862041467305,0.25
"56","KLUB",50,"Selbu_kl",56,56,56,"{08BA3586-B495-4ADD-A054-EBBC42C0CF98}","Trondelag",1664,"Exclosure",11031679,63193102,2003,2008,2015,2,"0,5",0.196003195316235,0.00849999999627471,1.21508090897392,-0.137999996542931,11.4169998168945,-0.00400000018998981,0.0320000015199184,0.0360000017099082,12,6.19929132794742,4.23529432066893,0.0229803003148176,2.70356474410461,34,"Trondelag",0.116040590906093,0.25,"Selbu_klExclosure2015",0.372813638733961,0.25,0.369974961747114,0.25
"57","LAB",53,"Singsaas",57,57,57,"{9DE16EE8-98D4-4615-90E6-B728C2FB5200}","Trondelag",1648,"Open plot",10943145,62967839,2005,2008,2015,2,"0,5",0.195805897931934,0.096000000834465,0.410008906739098,-0.0350000001490116,2.74699997901917,0.0540000014007092,0.17399999499321,0.119999993592501,10,2.09395585663934,1.24999992238979,0.0756125985860824,0.78763122842533,36,"Trondelag",0.042265252358123,0.25,"SingsaasOpen plot2015",0.427369090752243,0.25,0.420634920634921,0.25
"58","LAUB",54,"Singsaas",58,58,58,"{119DA686-F1E8-4F5B-95FE-614D3947E56C}","Trondelag",1648,"Exclosure",10942996,6296731,2005,2008,2015,2,"0,5",0.215802325885256,0.100500002503395,0.420954582512412,-0.194000005722046,3.3289999961853,0.0522500006482005,0.175749998539686,0.123499997891486,10,1.95064895980888,1.22885566980273,0.0859908058103174,0.855629887247143,36,"Trondelag",0.042265252358123,0.25,"SingsaasExclosure2015",0.503435559006211,0.25,0.432142857142857,0.25
"59","MAB",31,"Malvik",59,59,59,"{8F9EE1BA-2745-472A-B431-7B04373DEDE1}","Trondelag",1663,"Open plot",10725884,63358705,2002,2008,2016,2,"0,25",0.413341902637828,0.0920000001788139,0.967624458053833,-0.137999996542931,6.38600015640259,0.0230000000447035,0.25,0.226999999955296,14,2.34097838104178,2.46739129906622,0.126020999944769,1.36979347499816,21,"Trondelag",0.160287892381656,0.25,"MalvikOpen plot2016",0.67266281512605,0.5,0.482230392156863,0.25
"60","MAUB",32,"Malvik",60,60,60,"{2CAF8C2B-43AF-4852-84CC-15A729BAFBB8}","Trondelag",1663,"Exclosure",1072509,63358309,2002,2008,2016,2,"0,25",1.40626146546202,1.36000001430511,1.19850591247234,-0.0839999988675117,4.48400020599365,0.160250000655651,2.27875006198883,2.11850006133318,14,0.852263922398369,1.55772061694839,1.70943779575825,1.25693954248352,21,"Trondelag",0.160287892381656,0.75,"MalvikExclosure2016",1.21712662337662,1,1.05357142857143,0.75
"61","SDB",65,"Stig Dahlen",61,61,61,"{03B88C45-067F-4AEF-BC66-077159CD936F}","Hedmark",221,"Open plot",11511604,59958474,2008,2010,2017,2,"0,5",0.478016786027155,0.356000006198883,0.475207116555835,-0.0790000036358833,2.9539999961853,0.101999998092651,0.694999992847443,0.592999994754792,9,0.994122236805382,1.66573029334024,0.424023619794846,1.19107756295364,42,"Hedmark",1,1,"Stig DahlenOpen plot2017",0.967693236714976,1,0.986111111111111,1
"62","SDUB",66,"Stig Dahlen",62,62,62,"{ED0CE7FA-1B39-4F39-A7F2-CADBF94D7BF7}","Hedmark",221,"Exclosure",11510852,59957798,2008,2010,2017,2,"0,5",2.86041246752123,2.94600009918213,1.01684511786523,-0.0799999982118607,6.61899995803833,2.29200005531311,3.57800006866455,1.28600001335144,9,0.355488982589425,0.436524090310947,0.962207648849487,0.326614941091351,42,"Hedmark",1,1.875,"Stig DahlenExclosure2017",1.91558427440469,1.9375,1.92296511627907,1.875
"63","SEB",55,"Sl_Tydal",63,63,63,"{497016A2-081F-4D12-B7B2-42BEA56B357F}","Trondelag",1665,"Open plot",11422647,63046955,2005,2008,2015,2,"0,5",0.286093677692901,0.0829999968409538,0.556422485222105,-0.118000000715256,5.01999998092651,0.025000000372529,0.251499995589256,0.226499995216727,10,1.94489612531522,2.72891570888552,0.102299394675717,1.23252287432908,37,"Trondelag",0.132712130856701,0.25,"Sl_TydalOpen plot2015",0.529626623376623,0.25,0.542207792207792,0.25
"64","SEUB",56,"Sl_Tydal",64,64,64,"{FD109D9F-AE24-40DC-8D00-FAC2D3483C80}","Trondelag",1665,"Exclosure",11423383,63047032,2005,2008,2015,2,"0,5",0.828131509418472,0.257999986410141,1.05834901441062,-0.0900000035762787,5.83400011062622,0.0525000002235174,1.36449998617172,1.3119999859482,10,1.27799631142379,5.08527153122607,0.379545579710836,1.47110697559292,37,"Trondelag",0.132712130856701,0.75,"Sl_TydalExclosure2015",0.858620036746658,0.75,0.833093732029902,0.75
"65","SLB",51,"Selbu_Sl",65,65,65,"{57129549-D9CA-4F26-B5AE-C29A13078D06}","Trondelag",1664,"Open plot",10988518,63136555,2002,2008,2015,2,"0,5",0.621776349386763,0.174999997019768,0.796064281961176,-0.162000000476837,3.6489999294281,0.061999998986721,1.12800002098083,1.06600002199411,13,1.28030646830859,6.0914288008456,0.240181195183843,1.37246399585202,35,"Trondelag",0.124288986480107,0.75,"Selbu_SlOpen plot2015",1.07252747252747,0.75,1.16428571428571,0.75
"66","SLUB",52,"Selbu_Sl",66,66,66,"{A8C429C7-4A54-444E-9356-18DE020C08D0}","Trondelag",1664,"Exclosure",10988881,6313596,2002,2008,2015,2,"0,5",1.04207021931917,0.48199999332428,1.09367056365829,-0.206000000238419,3.77099990844727,0.068000003695488,1.99500000476837,1.92700000107288,13,1.04951714710054,3.99792536880065,0.693856789461896,1.43953692753494,35,"Trondelag",0.124288986480107,1.625,"Selbu_SlExclosure2015",1.70208333333333,1.6875,1.71666666666667,1.625
"67","SSAB",57,"Stangeskovene Aurskog",67,67,67,"{B0A908A0-978F-463C-8EA8-A03946B5F541}","Hedmark",221,"Open plot",11353306,5984871,2008,2010,2018,5,"0,25",0.371960396300091,0.173499993979931,0.577496023459417,-0.00700000021606684,4.30000019073486,0.123999997973442,0.268750004470348,0.144750006496906,10,1.552573954657,0.834294014521116,0.0934037904560566,0.538350395947914,38,"Hedmark",0.114068354617472,NA,"Stangeskovene AurskogOpen plot2018",NA,NA,NA,NA
"68","SSAUB",58,"Stangeskovene Aurskog",68,68,68,"{2AF93635-1E59-4308-9CF5-5F8DEC44711B}","Hedmark",221,"Exclosure",11354806,59848884,2008,2010,2018,5,"0,25",0.622237875330634,0.221000000834465,0.847050605297963,-0.0719999969005585,5.15100002288818,0.12899999320507,0.930000007152557,0.801000013947487,10,1.36129708409002,3.62443443856572,0.191255400972068,0.86540905090459,38,"Hedmark",0.114068354617472,NA,"Stangeskovene AurskogExclosure2018",NA,NA,NA,NA
"69","SSBB",59,"Stangeskovene Eidskog",69,69,69,"{DAD88203-F15E-44EF-B6D7-420E15477D61}","Hedmark",420,"Open plot",11884357,59950178,2008,2010,2016,5,"0,5",0.207524706087459,0.104999996721745,0.341936991268046,-0.0309999994933605,3.08500003814697,0.0570000000298023,0.217999994754791,0.160999994724989,8,1.6476929311922,1.53333333096806,0.0889560145810246,0.847200165317741,39,"Hedmark",0.0904621044106202,0.25,"Stangeskovene EidskogOpen plot2016",0.407440476190476,0.375,0.414880952380952,0.25
"70","SSBUB",60,"Stangeskovene Eidskog",70,70,70,"{91D4F204-343C-4696-A137-3B280BE596E5}","Hedmark",420,"Exclosure",11885225,59949846,2008,2010,2016,5,"0,5",1.01280825379422,0.608999997377396,1.00082692958993,-0.00999999977648258,4.18599987030029,0.133250001817942,1.77899998426437,1.64574998244643,8,0.988170194941239,2.70238093519492,0.808758298630267,1.32801034829739,39,"Hedmark",0.0904621044106202,0.5,"Stangeskovene EidskogExclosure2016",0.935994152046784,0.625,0.89421052631579,0.5
"71","STSKNB",11,"Eidskog",71,71,71,"{14734948-AF40-4074-9724-0EEE3F76AC41}","Hedmark",236,"Open plot",11702825,6004316,2009,2011,2016,2,"0,5",0.491529413281434,0.230000004172325,0.629511657290597,-0.0740000009536743,3.41300010681152,0.0989999994635582,0.568000018596649,0.469000019133091,7,1.28072021791737,2.03913048097902,0.234250810781121,1.01848176752906,6,"Hedmark",0.250270962957011,0.5,"EidskogOpen plot2016",0.701488095238095,0.5,0.720833333333333,0.5
"72","STSKNUB",12,"Eidskog",72,72,72,"{3B0E478D-8FE4-4AF9-B94B-24F8AD7E2CC8}","Hedmark",236,"Exclosure",11703475,60043477,2009,2011,2016,2,"0,5",0.39879729651997,0.175999999046326,0.592026181395198,-0.0860000029206276,3.31299996376038,0.0972500015050173,0.353749990463257,0.25649998895824,7,1.48452907419735,1.45738630879609,0.147518700706959,0.838174440376728,6,"Hedmark",0.250270962957011,0.75,"EidskogExclosure2016",1.10714285714286,0.8125,1.21428571428571,0.75
"73","THB",69,"Truls Holm",73,73,73,"{75ED6522-F97E-4551-BBE9-DFE7265F359D}","Hedmark",221,"Open plot",11801503,59850496,2008,2010,2017,2,"0,5",0.445465000593686,0.165500000119209,0.596209028747786,-0.0570000000298023,3.37199997901917,0.0549999997019768,0.709999978542328,0.654999978840351,9,1.33839701874041,3.95770379678887,0.212753100353479,1.28551722175368,45,"Hedmark",0.29477737362203,0.75,"Truls HolmOpen plot2017",0.830876161440186,0.75,0.80609756097561,0.75
"74","THUB",70,"Truls Holm",74,74,74,"{D0053508-CE78-48E3-AB11-636D588C96CE}","Hedmark",221,"Exclosure",1180162,598511,2008,2010,2017,2,"0,5",1.30657109156774,1.33149999380112,1.01717444511931,-0.0489999987185001,4.02799987792969,0.138999998569489,1.97674998641014,1.83774998784065,9,0.778506773710119,1.38021028644116,1.28837931569517,0.967614961842508,45,"Hedmark",0.29477737362203,0.75,"Truls HolmExclosure2017",1.10291364296081,0.875,1.05198113207547,0.75
